id	name	province	district	division	location	sub_location	level	agency	latitude	longitude	email	emergency_number_one	emergency_number_two
149	LUSIGETTI HEALTH CENTRE	CENTRAL	KIAMBU	KIKUYU	KARAI	LUSINGETTI	3	MOH	-1.28	36.6136	clusigettihealthcentre@healthcare.com	0749886316	0790569798
150	BUGUTA DISP	COAST	TAITA TAVETA	VOI	KASIGAU	BUGUTA	4	MOH	-3.67546	38.654357	cbugutadisp@healthcare.com	0746258042	0753240404
151	BURA DISP	COAST	TAITA TAVETA	MWATATE	BURA	NYOLO	4	MOH	-3.50013	38.315701	cburadisp@healthcare.com	0778769042	0777854771
152	MIGAA DISP	CENTRAL	KIAMBU	KIAMBAA	CIANDA	CIANDA	4	MOH	-1.12	36.8	cmigaadisp@healthcare.com	0735033416	0762258661
153	BURA MISSION DISP	COAST	TAITA TAVETA	MWATATE	BURA	NYOLO	4	MISS	-3.504139	38.289771	cburamissiondisp@healthcare.com	0765332757	0702912259
154	CHALA DISP	COAST	TAITA TAVETA	TAVETA	CHALA	CHALA	4	MOH	-3.29582	37.736031	cchaladisp@healthcare.com	0711930859	0759381555
155	ELDORO MISSION DISP	COAST	TAITA TAVETA	TAVETA	KIMORIGO	KIMORIGO	4	MISS	-3.438287	37.694258	celdoromissiondisp@healthcare.com	0772507069	0745816944
156	MIGUTA DISP	CENTRAL	KIAMBU	GITHUNGURI	GITHUNGURI	KIAIRIA	4	MISS	-1.07	36.8	cmigutadisp@healthcare.com	0792029811	0727367002
157	GHAZI DISP	COAST	TAITA TAVETA	TAUSA	NGOLIA	GHAZI	4	MOH	-3.28928	38.446301	cghazidisp@healthcare.com	0763702391	0757045005
158	MOST PRECIOUS BLOOD DISP	CENTRAL	KIAMBU	LIMURU	TIGONI	RED HILL	4	MISS	-1.18	36.7	cmostpreciousblooddisp@healthcare.com	0758974299	0758569444
159	KAJIRE DISP	COAST	TAITA TAVETA	VOI	SAGALLA	KISHAMBA(VOI)	4	MOH	-3.51759	38.60778	ckajiredisp@healthcare.com	0701143228	0742360534
160	NAZARETH HOSPITAL	CENTRAL	KIAMBU	LIMURU	KARAMBAINI	KARAMBAINI	1	MISS	-1.13378	36.7257	cnazarethhospital@healthcare.com	0796369260	0764598147
161	KASIGAU HEALTH CENTRE	COAST	TAITA TAVETA	WUNDANYI	WERUGHA	MLONDO	3	MOH	-3.3842	38.3438	ckasigauhealthcentre@healthcare.com	0707540769	0769194716
162	KIMORIGO DISP	COAST	TAITA TAVETA	TAVETA	KIMORIGO	KIMORIGO	4	MOH	-3.46046	37.69194	ckimorigodisp@healthcare.com	0740414686	0710968243
163	NDEIYA HEALTH CENTRE	CENTRAL	KIAMBU	LIMURU	NDEIYA	NDERU	3	MOH	-1.16975	36.5942	cndeiyahealthcentre@healthcare.com	0723340511	0700508814
164	KISHUSHE DISP	COAST	TAITA TAVETA	WUNDANYI	KISHUSHE	KISHUSHE	4	MOH	-3.2783	38.323799	ckishushedisp@healthcare.com	0711774769	0793029345
165	NDERU DISP	CENTRAL	KIAMBU	LIMURU	NDEIYA	NDERU	4	MOH	-1.142793	36.60586	cnderudisp@healthcare.com	0772217594	0705322470
166	KITOBO DISP	COAST	TAITA TAVETA	TAVETA	KIMORIGO	KITOBO	4	MOH	-3.44028	37.613098	ckitobodisp@healthcare.com	0749518909	0771829766
167	NDURIRI DISP	CENTRAL	KIAMBU	LARI	NYANDUMA	GACHOIRE	4	MISS	-0.984242	36.70945	cnduriridisp@healthcare.com	0744903557	0719462066
168	KITOBO DISP	COAST	TAITA TAVETA	TAVETA	KIMORIGO	KITOBO	4	MISS	-3.455871	37.63136	ckitobodisp@healthcare.com	0770193000	0743272881
169	NDURIRI DISP	CENTRAL	KIAMBU	LARI	NYANDUMA	GACHOIRE	4	MOH	-0.984685	36.70901	cnduriridisp@healthcare.com	0702082617	0701753226
170	MAKWASINJI DISP	COAST	TAITA TAVETA	VOI	KASIGAU	MAKWASINYI	4	MOH	-3.81333	38.681469	cmakwasinjidisp@healthcare.com	0768983920	0712840718
171	MANYANI DISP	COAST	TAITA TAVETA	TSAVO N. PARK	TSAVO N. PARK	TSAVO N. PARK	4	MOH	-3.089864	38.477242	cmanyanidisp@healthcare.com	0752575304	0748772923
172	NGARARIGA MISSION DISP	CENTRAL	KIAMBU	LIMURU	LIMURU	BIBIRIONI	4	MISS	-1.069369	36.617117	cngararigamissiondisp@healthcare.com	0733640813	0728505421
173	MARUNGU DISP	COAST	TAITA TAVETA	VOI	KASIGAU	BUGUTA	4	MISS	-3.674076	38.659203	cmarungudisp@healthcare.com	0775227181	0752128125
174	MATA DISP	COAST	TAITA TAVETA	TAVETA	JIPE	MATA	4	MOH	-3.47483	37.7561	cmatadisp@healthcare.com	0754239281	0793741265
175	NGECHA ORTHODOX  DISP	CENTRAL	KIAMBU	LIMURU	NGECHA	NGECHA	4	MISS	-1.169356	36.670303	cngechaorthodoxdisp@healthcare.com	0759047049	0745590419
176	MBALE HEALTH CENTRE	COAST	TAITA TAVETA	WUNDANYI	MBALE	MBALE CENTRAL	3	MOH	-3.3793	38.383011	cmbalehealthcentre@healthcare.com	0739757404	0743620544
177	NGEWA HEALTH CENTRE	CENTRAL	KIAMBU	GITHUNGURI	NGEWA	NYAGA	3	MOH	-1.092343	36.863964	cngewahealthcentre@healthcare.com	0743712433	0742652856
178	MGANGE DISP	COAST	TAITA TAVETA	WUNDANYI	MGANGE	MGANGE NYIKA	4	MOH	-3.40141	38.313862	cmgangedisp@healthcare.com	0735326219	0742970422
179	NYAGA HEALTH CENTRE	CENTRAL	KIAMBU	GITHUNGURI	NGEWA	NYAGA	3	MOH	-1.10326	36.8716	cnyagahealthcentre@healthcare.com	0754412014	0788362038
180	MGANGE DISP	COAST	TAITA TAVETA	WUNDANYI	WERUGHA	WERUGHA	4	MISS	-3.39	38.32	cmgangedisp@healthcare.com	0719285345	0724941599
181	MNENGWA  DISP	COAST	TAITA TAVETA	MWATATE	MWAKITAU	GODOMA(TAVETA)	4	MOH	-3.4314	38.2421	cmnengwadisp@healthcare.com	0764269617	0780603640
182	NYATHUNA HEALTH CENTRE	CENTRAL	KIAMBU	KIKUYU	NYATHUNA	KIRANGARI(KIAMBU)	3	MOH	-1.20204	36.7031	cnyathunahealthcentre@healthcare.com	0726992504	0769863277
183	MOI VOI DISTRICT HOSPITAL	COAST	TAITA TAVETA	VOI	VOI	KALOLENI(TAVETA)	1	MOH	-3.39091	38.56205	cmoivoidistricthospital@healthcare.com	0752749520	0776183828
184	P.C.E.A GATHIRUINI DISP	CENTRAL	KIAMBU	GITHUNGURI	KOMOTHAI	KIBICHOI	4	MISS	-1.049952	36.87118	cp.c.e.agathiruinidisp@healthcare.com	0736692047	0762014032
185	MPINZINYI HEALTH CENTRE	COAST	TAITA TAVETA	MWATATE	KISHAMBA	KAYA/ILOLE	3	MOH	-3.45746	38.37886	cmpinzinyihealthcentre@healthcare.com	0798247558	0714665663
186	P.C.E.A. KIKUYU HOSPITAL	CENTRAL	KIAMBU	KIKUYU	KIKUYU	KIKUYU TOWNSHIP	1	MISS	-1.26667	36.6667	cp.c.e.a.kikuyuhospital@healthcare.com	0782443191	0710319611
187	MRUGUA DISP	COAST	TAITA TAVETA	MWATATE	BURA	MURUGUA	4	MOH	-3.43486	38.290909	cmruguadisp@healthcare.com	0781609001	0729414418
188	MSAU DISP	COAST	TAITA TAVETA	TAUSA	RONGE	MSAU/RAHAI	4	MOH	-3.4139	38.408401	cmsaudisp@healthcare.com	0758756475	0777703435
189	RAGIA FOREST DISP	CENTRAL	KIAMBU	LARI	KAMAE	KAMAE	4	MOH	-0.790616	36.661129	cragiaforestdisp@healthcare.com	0738976833	0789917055
190	MWAKITAU DISP	COAST	TAITA TAVETA	MWATATE	MWAKITAU	MWAKITAU	4	MOH	-3.40801	38.136189	cmwakitaudisp@healthcare.com	0712613085	0702882977
191	RAGIA HEALTH CENTRE	CENTRAL	KIAMBU	LARI	KAMAE	KAMAE	3	MOH	-0.791728	36.6759	cragiahealthcentre@healthcare.com	0786869971	0734219547
192	MWAMBIRWA DISP	COAST	TAITA TAVETA	MWAMBIRWA	RONGE JUU	KISHAU/KIWETO	4	MOH	-3.35282	38.431301	cmwambirwadisp@healthcare.com	0700184241	0783157453
193	THIGIO MISSION DISP	CENTRAL	KIAMBU	LIMURU	NDEIYA	THIGIO(KIAMBU)	4	MISS	-1.18	36.6	cthigiomissiondisp@healthcare.com	0719739727	0715134840
194	MWANDA DISP	COAST	TAITA TAVETA	WUNDANYI	MWANDA	KISHAMBA(WUNDANYI)	4	MOH	-3.40195	38.285809	cmwandadisp@healthcare.com	0719877535	0702813928
195	TIGONI SUB-DISTRICT HOSPITAL	CENTRAL	KIAMBU	LIMURU	TIGONI	ITHANJI(KIAMBU)	1	MOH	-1.12859	36.6493	ctigonisub-districthospital@healthcare.com	0715786244	0741389566
196	MWATATE HEALTH CENTRE	COAST	TAITA TAVETA	MWATATE	MWACHABO	MWACHABO	3	MOH	-3.50728	38.368629	cmwatatehealthcentre@healthcare.com	0730177467	0770146912
197	NDOME DISP	COAST	TAITA TAVETA	TAUSA	NGOLIA	NDOME	4	MOH	-3.297	38.477959	cndomedisp@healthcare.com	0766179627	0745587490
198	TIN'GAN'GA DISP	CENTRAL	KIAMBU	KIAMBAA	TING'ANG'A	TING'ANG'A	4	MISS	-1.13366	36.8083	ctin'gan'gadisp@healthcare.com	0762794000	0768010430
199	NDOVU DISP	COAST	TAITA TAVETA	VOI	VOI	MWANGEA	4	MOH	-3.394956	38.551224	cndovudisp@healthcare.com	0796979626	0738073036
200	NJUKINI DISP	COAST	TAITA TAVETA	TAVETA	NJUKINI	NJUKINI(TAVETA)	4	MOH	-3.19	37.725128	cnjukinidisp@healthcare.com	0749374064	0724883367
201	UPLANDS DISP	CENTRAL	KIAMBU	LARI	LARI	GITHIRIONI	4	MOH	-1.04691	36.6778	cuplandsdisp@healthcare.com	0783252950	0700592054
202	NYACHE HEALTH CENTRE	COAST	TAITA TAVETA	WUNDANYI	WUMINGU	NYACHE	3	MOH	-3.33836	38.380901	cnyachehealthcentre@healthcare.com	0776767543	0792523255
203	UTHIRU DISP	CENTRAL	KIAMBU	KIKUYU	KINOO	UTHIRU(KIAMBU)	4	MOH	-1.2526	36.7086	cuthirudisp@healthcare.com	0757730374	0759995432
204	SAGAIGU DISP	COAST	TAITA TAVETA	MWATATE	BURA	SAGHAIGU	4	MOH	-3.43297	38.3335	csagaigudisp@healthcare.com	0762684407	0734617450
205	WANGIGE HEALTH CENTRE	CENTRAL	KIAMBU	KIKUYU	NYATHUNA	KARURA(KIKUYU)	3	MOH	-1.21737	36.7261	cwangigehealthcentre@healthcare.com	0708721324	0741852117
206	SAGALA HEALTH CENTRE	COAST	TAITA TAVETA	VOI	SAGALLA	TERI	3	MOH	-3.49354	38.582191	csagalahealthcentre@healthcare.com	0724459225	0720933486
207	BARICHO HEALTH CENTRE	CENTRAL	KIRINYAGA	NDIA	MWERUA	KIANJANG'A	3	MOH	-0.563405	37.2305	cbarichohealthcentre@healthcare.com	0706118758	0701282707
208	SHELEMBA DISP	COAST	TAITA TAVETA	TAUSA	RONGE	RONG'E NYIKA	4	MOH	-3.43161	38.46846	cshelembadisp@healthcare.com	0780291646	0711154354
209	TAUSA DISP	COAST	TAITA TAVETA	TAUSA	MBOLOLO	TAUSA	4	MOH	-3.34175	38.50169	ctausadisp@healthcare.com	0722701216	0735956062
210	BARICHO MISS H C	CENTRAL	KIRINYAGA	NDIA	MWERUA	KIANJANG'A	3	MISS	-0.568805	37.2387	cbarichomisshc@healthcare.com	0739307172	0750003913
211	TAVETA DISTRICT HOSPITAL	COAST	TAITA TAVETA	TAVETA	BOMANI	MBOGHONI	1	MOH	-3.3987	37.67725	ctavetadistricthospital@healthcare.com	0758404064	0709185204
212	CASTLE FOREST DISP	CENTRAL	KIRINYAGA	GICHUGU	KARUMANDI	THUMAITA	4	MOH	-0.42234	37.351234	ccastleforestdisp@healthcare.com	0776445129	0773879818
213	WERUGHA DISP	COAST	TAITA TAVETA	VOI	KASIGAU	RUKANGA(TAVETA)	4	MOH	-3.81356	38.639858	cwerughadisp@healthcare.com	0775932777	0712403483
214	WESU DISTRICT HOSPITAL	COAST	TAITA TAVETA	WUNDANYI	WUNDANYI	WUNDANYI	1	MOH	-3.40885	38.342159	cwesudistricthospital@healthcare.com	0755705821	0712785597
215	CHRISTIAN COMMUNITY SERVICES BASE DISP	CENTRAL	KIRINYAGA	CENTRAL	INOI	NDIMI	4	MISS	-0.49407	37.2597	cchristiancommunityservicesbasedisp@healthcare.com	0710484424	0721798296
216	WUNDANYI HEALTH CENTRE	COAST	TAITA TAVETA	WUNDANYI	WUNDANYI	WUNDANYI	3	MOH	-3.41828	38.359781	cwundanyihealthcentre@healthcare.com	0723664798	0718972065
217	CIAGINI DISP	CENTRAL	KIRINYAGA	MWEA	THIBA	WAMUMU	4	MOH	-0.75776	37.3783	cciaginidisp@healthcare.com	0788199120	0707140774
218	WUSI WUKESIA DISP	COAST	TAITA TAVETA	MWATATE	CHAWIA	CHAWIA	4	MISS	-3.469733	38.354562	cwusiwukesiadisp@healthcare.com	0790189693	0744755381
219	ASAKO DISP	COAST	TANA RIVER	BANGALE	MBALAMBALA	ASAKO	4	MOH	-0.151968	39.014671	casakodisp@healthcare.com	0736362895	0718301785
220	DIFATHAAS CATHOLIC DISP	CENTRAL	KIRINYAGA	MWEA	MURINDUKO	KAMUNYANGE	4	MISS	-0.551802	37.400901	cdifathaascatholicdisp@healthcare.com	0798587571	0751182096
221	ASSA DISP	COAST	TANA RIVER	GARSEN	ASSA	ASSA	4	MOH	-2.05182	39.424629	cassadisp@healthcare.com	0772721917	0750825318
222	DIFATHAS DISP	CENTRAL	KIRINYAGA	MWEA	MURINDUKO	KAMUNYANGE	4	MOH	-0.59514	37.4125	cdifathasdisp@healthcare.com	0749393737	0751579713
223	BANGALE DISP	COAST	TANA RIVER	BANGALE	BANGALE	BANGALE	4	MOH	-0.72541	39.016659	cbangaledisp@healthcare.com	0746252223	0703290987
224	GACHIONGO DISP	CENTRAL	KIRINYAGA	GICHUGU	NJUKIINI	NGIRIAMBU	4	MOH	-0.50091	37.4056	cgachiongodisp@healthcare.com	0724925134	0769896864
225	BURA CATHOLIC DISP(TANA RIVER)	COAST	TANA RIVER	BURA	CHEWELE	WADESA	4	MISS	-1.084244	39.91806	cburacatholicdisp(tanariver)@healthcare.com	0762378567	0720900844
226	KIANDAI ACK DISP	CENTRAL	KIRINYAGA	GICHUGU	KIRIMA	GACHIGI	4	MISS	-0.48	37.3	ckiandaiackdisp@healthcare.com	0792613173	0733744634
227	BURA HEALTH CENTRE	COAST	TANA RIVER	BURA	BURA	METI	3	MOH	-1.18281	39.838829	cburahealthcentre@healthcare.com	0752282797	0739448121
228	GATHAMBI DISP	CENTRAL	KIRINYAGA	CENTRAL	INOI	NDIMI	4	MOH	-0.48343	37.2483	cgathambidisp@healthcare.com	0778865709	0782156785
229	KIANGAI DISP	CENTRAL	KIRINYAGA	NDIA	MUKURE	MUKURE	4	MOH	-0.48115	37.2073	ckiangaidisp@healthcare.com	0749230892	0727054956
230	BURA NYS DISP	COAST	TANA RIVER	BURA	BURA	METI	4	MOH	-1.18688	39.82103	cburanysdisp@healthcare.com	0769461450	0774561344
231	GATHIGIRIRI DISP	CENTRAL	KIRINYAGA	MWEA	TEBERE	KARUKUNGU	4	MOH	-0.71293	37.4391	cgathigiriridisp@healthcare.com	0770735234	0776103462
232	KIANG'OMBE DISP	CENTRAL	KIRINYAGA	GICHUGU	KABARE	KIRITINI	4	MOH	-0.49635	37.3129	ckiang'ombedisp@healthcare.com	0732740814	0761881185
233	KIANJEGE DISP	CENTRAL	KIRINYAGA	NDIA	KIINE SOUTH	NYANGIO	4	MOH	-0.5883	37.1624	ckianjegedisp@healthcare.com	0700124663	0740742950
234	CHEWANI DISP	COAST	TANA RIVER	GALORE	CHEWANI	CHEWANI	4	MOH	-1.43728	40.02169	cchewanidisp@healthcare.com	0786425797	0764951245
235	GATUGURA DISP	CENTRAL	KIRINYAGA	GICHUGU	KIRIMA	MUTIGE	4	MOH	-0.45683	37.316	cgatuguradisp@healthcare.com	0736301239	0795161477
236	KIANYAGA H C	CENTRAL	KIRINYAGA	GICHUGU	BARAGWI	GATU	3	MOH	-0.50091	37.3296	ckianyagahc@healthcare.com	0753891124	0786762197
237	GATUMBI S D A DISP	CENTRAL	KIRINYAGA	GICHUGU	NGARIAMA	THIRIKWA	4	MISS	-0.45759	37.3798	cgatumbisdadisp@healthcare.com	0778013984	0711200496
238	CHEWELE DISP	COAST	TANA RIVER	BURA	CHEWELE	CHEWELE	4	MOH	-1.158	39.951618	ccheweledisp@healthcare.com	0730045543	0720933970
239	KIANYAGA MISS H C	CENTRAL	KIRINYAGA	GICHUGU	BARAGWI	RWAMBITI	3	MISS	-0.51079	37.3426	ckianyagamisshc@healthcare.com	0716083207	0710417936
240	GATWE DISP	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KIMANDI	4	MOH	-0.46443	37.284	cgatwedisp@healthcare.com	0707404003	0762119750
241	CHIFIRI DISP	COAST	TANA RIVER	GALORE	CHIFIRI	CHIFIRI	4	MOH	-1.191098	39.164769	cchifiridisp@healthcare.com	0781183914	0732730864
242	KIARAGANA DISP	CENTRAL	KIRINYAGA	NDIA	MUKURE	KANYOKORA	4	MOH	-0.51231	37.2035	ckiaraganadisp@healthcare.com	0788989243	0747886347
243	GIRIAMBU ACK DISP	CENTRAL	KIRINYAGA	GICHUGU	NJUKIINI	NGIRIAMBU	4	MISS	-0.497068	37.38695	cgiriambuackdisp@healthcare.com	0788875240	0711469784
244	DABA DISP	COAST	TANA RIVER	GALORE	WAYU	WAYU	4	MISS	-1.57	39.45	cdabadisp@healthcare.com	0733758397	0784467264
245	KIBIRIGWI DISP	CENTRAL	KIRINYAGA	NDIA	KIINE SOUTH	NYANGIO	4	MOH	-0.55638	37.1495	ckibirigwidisp@healthcare.com	0710689383	0741040816
246	GITHUANI C P K DISP	CENTRAL	KIRINYAGA	NDIA	KIINE SOUTH	THIGIRICHI	4	MISS	-0.62098	37.1792	cgithuanicpkdisp@healthcare.com	0772482374	0719409856
247	ELDORO DISP(TANA RIVER)	COAST	TANA RIVER	TSAVO E  N .PARK	TSAVO E  N .PARK	TSAVO E N PARK	4	MISS	-2.97	39.11	celdorodisp(tanariver)@healthcare.com	0798725186	0739220348
248	KIMBIMBI HEALTH CENTRE	CENTRAL	KIRINYAGA	MWEA	NYANGATI	NYANGATI	3	MOH	-0.61705	37.3651	ckimbimbihealthcentre@healthcare.com	0785401208	0706619736
249	GITHURE DISP	CENTRAL	KIRINYAGA	GICHUGU	NGARIAMA	THIRIKWA	4	MISS	-0.47051	37.3836	cgithuredisp@healthcare.com	0790097872	0720012445
250	EMMAUS DISP	COAST	TANA RIVER	GALORE	KIARIKUNGU	KIARIKUNGU	4	MISS	-1.499007	40.02795	cemmausdisp@healthcare.com	0718338175	0768038608
251	KIUMBUINI DISP	CENTRAL	KIRINYAGA	MWEA	TEBERE	KARUKUNGU	4	MOH	-0.72129	37.474	ckiumbuinidisp@healthcare.com	0700859364	0716408204
252	JESMOND MBURI DISP	CENTRAL	KIRINYAGA	GICHUGU	NJUKIINI	MIRICHI	4	MISS	-0.5237	37.3988	cjesmondmburidisp@healthcare.com	0709892416	0740882874
253	GARSEN HEALTH CENTRE	COAST	TANA RIVER	GARSEN	BILISA	CHIRA	3	MOH	-2.27091	40.10762	cgarsenhealthcentre@healthcare.com	0791017975	0794536585
254	KUTUS CATHOLIC DISP	CENTRAL	KIRINYAGA	CENTRAL	KUTUS	KAMUIGUA	4	MISS	-0.56432	37.32517	ckutuscatholicdisp@healthcare.com	0720269956	0730039455
255	KABARE DISP	CENTRAL	KIRINYAGA	GICHUGU	KABARE	KIRITINI	4	MOH	-0.51458	37.3175	ckabaredisp@healthcare.com	0792758665	0733638836
256	HOLA DISTRICT HOSPITAL	COAST	TANA RIVER	GALORE	KIARIKUNGU	KIARIKUNGU	1	MOH	-1.4988	40.030251	choladistricthospital@healthcare.com	0761494600	0777194060
257	MBIRI ACK DISP	CENTRAL	KIRINYAGA	GICHUGU	NJUKIINI	NGERWE	4	MISS	-0.48	37.4	cmbiriackdisp@healthcare.com	0762915348	0769896695
258	KAGIO CATHOLIC DISP	CENTRAL	KIRINYAGA	NDIA	MWERUA	KITHUMBU	4	MISS	-0.63009	37.227	ckagiocatholicdisp@healthcare.com	0781214026	0747200332
259	HOLA MISSION DISP	COAST	TANA RIVER	GALORE	ZUBAKI	HOLA	4	MISS	-1.512465	40.03208	cholamissiondisp@healthcare.com	0763506802	0709074018
260	MBURI ACK DISP	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAITHERI	4	MISS	-0.52252	37.29279	cmburiackdisp@healthcare.com	0707945732	0799042856
261	HURUMA DISP	COAST	TANA RIVER	BURA	CHEWELE	WADESA	4	MISS	-1.084244	39.918406	churumadisp@healthcare.com	0726362258	0753680372
262	KAGUMO DISP	CENTRAL	KIRINYAGA	NDIA	MUTIRA	KABARI(NDIA)	4	MOH	-0.47139	37.23641	ckagumodisp@healthcare.com	0717068144	0704772493
263	IDSOWE DISP	COAST	TANA RIVER	GARSEN	BILISA	GARSEN	4	MOH	-2.29391	40.122978	cidsowedisp@healthcare.com	0700488386	0798234566
264	KAMWETI DISP	CENTRAL	KIRINYAGA	GICHUGU	KIRIMA	NJUKU	4	MOH	-0.44391	37.3099	ckamwetidisp@healthcare.com	0774642428	0751580869
265	MUGUMO (ACK) DISP	CENTRAL	KIRINYAGA	GICHUGU	KIRIMA	NJUKU	4	MISS	-0.432433	37.30495	cmugumo(ack)disp@healthcare.com	0765136297	0762308967
266	KAU DISP	COAST	TANA RIVER	KIPINI	KILELENGWANI	KAU	4	MOH	-2.473381	40.453161	ckaudisp@healthcare.com	0793551151	0776626810
267	KANDONGO DISP	CENTRAL	KIRINYAGA	MWEA	THIBA	NGUKA	4	MOH	-0.66505	37.3038	ckandongodisp@healthcare.com	0764096694	0729297971
268	MUMBUINI DISP	CENTRAL	KIRINYAGA	MWEA	MURINDUKO	MIUU	4	MOH	-0.67797	37.4634	cmumbuinidisp@healthcare.com	0734574095	0753537775
269	KIARUKUNGU DISP	COAST	TANA RIVER	GALORE	KALKACHA	DAYATE	4	MISS	-1.47434	39.9648	ckiarukungudisp@healthcare.com	0744478501	0771014007
270	KANGAITA DISP	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	4	MOH	-0.48951	37.2719	ckangaitadisp@healthcare.com	0777815306	0756203863
271	KIPAO DISP	COAST	TANA RIVER	GARSEN	KIPAO	KIPAO	4	MOH	-2.422858	40.216583	ckipaodisp@healthcare.com	0778317923	0778823121
272	MUNGANGA CPK DISP	CENTRAL	KIRINYAGA	NDIA	MWERUA	KITHUMBU	4	MISS	-0.621	37.254	cmungangacpkdisp@healthcare.com	0709086711	0747392383
273	KIPINI HEALTH CENTRE	COAST	TANA RIVER	KIPINI	KIPINI	KIPINI	3	MOH	-2.5308	40.541761	ckipinihealthcentre@healthcare.com	0790340541	0713452490
274	MURINDUKO DISP	CENTRAL	KIRINYAGA	MWEA	MURINDUKO	MUGAMBA-CIURA	4	MOH	-0.57294	37.44077	cmurindukodisp@healthcare.com	0725993519	0774982046
275	KANGARU HEALTH CENTRE	CENTRAL	KIRINYAGA	NDIA	MWERUA	MAITHARUI	3	MOH	-0.582134	37.221234	ckangaruhealthcentre@healthcare.com	0787890761	0783010197
276	KARAINI C P K DISP	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	4	MISS	-0.50243	37.2726	ckarainicpkdisp@healthcare.com	0791918281	0750704595
277	KORATI DISP	COAST	TANA RIVER	BANGALE	BUWA	KORATI	4	MOH	-0.19679	39.359733	ckoratidisp@healthcare.com	0787595282	0775141288
278	MUTHITHI DISP	CENTRAL	KIRINYAGA	MWEA	MUTITHI	KABIRIRI	4	MOH	-0.73269	37.3038	cmuthithidisp@healthcare.com	0708039558	0748957472
279	MADOGO HEALTH CENTRE	COAST	TANA RIVER	MADOGO	MADOGO	MADOGO	3	MOH	-0.47267	39.607311	cmadogohealthcentre@healthcare.com	0701197198	0700404500
280	MAJENGO DISP	COAST	TANA RIVER	WENJE	GWANO	HARA(TRIVER)	4	MOH	-1.903	40.1135	cmajengodisp@healthcare.com	0746936233	0705596202
281	KARUMANDI DISP	CENTRAL	KIRINYAGA	GICHUGU	KARUMANDI	KIARURI	4	MOH	-0.45683	37.3456	ckarumandidisp@healthcare.com	0793954419	0753504307
282	MUTIRA ACK DISP	CENTRAL	KIRINYAGA	NDIA	MUTIRA	KAGUMO(KIRINYAGA)	4	MISS	-0.48	37.23	cmutiraackdisp@healthcare.com	0792020026	0748023989
283	MAKERE DISP	COAST	TANA RIVER	GALORE	MAKERE	BUBU	4	MOH	-1.3372	40.000669	cmakeredisp@healthcare.com	0772122452	0703378851
284	KERUGOYA CATHOLIC DISP	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	4	MISS	-0.49509	37.27838	ckerugoyacatholicdisp@healthcare.com	0758620345	0723075425
285	MAKERE DISP	COAST	TANA RIVER	GALORE	MAKERE	BUBU	4	MISS	-1.331081	40.009009	cmakeredisp@healthcare.com	0720731547	0776564188
286	MWEA MISS HOSPITAL	CENTRAL	KIRINYAGA	MWEA	THIBA	NGUKA	1	MISS	-0.66137	37.34924	cmweamisshospital@healthcare.com	0771442697	0753161133
287	KERUGOYA CPK DISP	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	4	MISS	-0.50107	37.27819	ckerugoyacpkdisp@healthcare.com	0773828998	0777779904
288	NGIRIAMBU DISP	CENTRAL	KIRINYAGA	GICHUGU	NJUKIINI	NGIRIAMBU	4	MISS	-0.50167	37.3828	cngiriambudisp@healthcare.com	0733573081	0784232225
289	MAREMBO DISP	COAST	TANA RIVER	GARSEN	MWINA	SERA	4	MOH	-2.12	40.07	cmarembodisp@healthcare.com	0701608492	0782173770
290	NGUKA DISP	CENTRAL	KIRINYAGA	MWEA	THIBA	THIBA	4	MOH	-0.68633	37.316	cngukadisp@healthcare.com	0721256600	0751982391
291	KERUGOYA DISTRICT HOSPITAL	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	1	MOH	-0.50132	37.2805	ckerugoyadistricthospital@healthcare.com	0782721644	0752799562
292	NJEGAS DISP	CENTRAL	KIRINYAGA	MWEA	MUTITHI	KABIRIRI	4	MOH	-0.70913	37.2924	cnjegasdisp@healthcare.com	0761202434	0791288368
293	MARYKNOLL DISP	COAST	TANA RIVER	BURA	CHEWELE	WADESA	4	MISS	-1.1	39.92	cmaryknolldisp@healthcare.com	0756207250	0760170662
294	KIAMUTUGU HEALTH CENTRE	CENTRAL	KIRINYAGA	GICHUGU	NJUKIINI	NGERWE	3	MOH	-0.47279	37.4018	ckiamutuguhealthcentre@healthcare.com	0710834988	0724465672
295	SAGANA H C	CENTRAL	KIRINYAGA	NDIA	KIINE SOUTH	SAGANA(KIRINYAGA)	3	MOH	-0.67113	37.2187	csaganahc@healthcare.com	0721837673	0766433403
296	MAUMAU SEC SUB-HEALTH CENTRE	COAST	TANA RIVER	GALORE	KIARIKUNGU	KIARIKUNGU	3	MOH	-1.50592	40.00832	cmaumausecsub-healthcentre@healthcare.com	0742210761	0758068267
297	MAZIWA DISP	COAST	TANA RIVER	GARSEN	MWINA	SERA	4	MOH	-2.18453	40.135109	cmaziwadisp@healthcare.com	0756539460	0750951699
